"";"X";"Project";"Year";"Location";"Trap";"Intervall2";"timepoint";"ID";"Intervall";"Fangtage";"species";"sex";"number";"sella_score"
"204";226;"NE";21;3;"PG";"J";"2459482";"NE.21.3.PG.J.2459482";"daily";4;"Cx. pipiens s.l.";"female";10;"7"
"205";227;"NE";21;3;"PR";"J";"2459482";"NE.21.3.PR.J.2459482";"daily";4;"Cx. pipiens s.l.";"female";23;"0"
"206";228;"NE";21;3;"PR";"J";"2459482";"NE.21.3.PR.J.2459482";"daily";4;"Cs. annulata";"female";1;"0"
"207";229;"NE";21;3;"PR";"J";"2459489";"NE.21.3.PR.J.2459489";"daily";10;"Cx. pipiens s.l.";"female";4;"0"
"208";230;"NE";21;3;"PR";"J";"2459489";"NE.21.3.PR.J.2459489";"daily";10;"Culicidae";"female";2;"0"
"209";231;"NE";21;18;"PG";"K";"42";"NE.21.18.PG.K.42";"bimonthly";1;"Cx. pipiens s.l.";"female";2;"0"
"210";232;"NE";21;18;"PG";"K";"42";"NE.21.18.PG.K.42";"bimonthly";1;"0";"0";0;"0"
"211";233;"NE";21;18;"PG";"K";"40";"NE.21.18.PG.K.40";"bimonthly";1;"Cx. pipiens s.l.";"female";2;"0"
"212";234;"NE";21;18;"PG";"K";"40";"NE.21.18.PG.K.40";"bimonthly";1;"Cx. spec.";"female";1;"0"
"213";235;"NE";21;18;"PG";"K";"40";"NE.21.18.PG.K.40";"bimonthly";1;"Cx. pipiens s.l.";"female";1;"7"
"214";237;"NE";21;18;"PG";"K";"38";"NE.21.18.PG.K.38";"bimonthly";1;"Cx. pipiens s.l.";"female";2;"0"
"215";238;"NE";21;18;"PG";"K";"38";"NE.21.18.PG.K.38";"bimonthly";1;"Cx. spec.";"female";3;"0"
"216";243;"NE";21;18;"PG";"K";"36";"NE.21.18.PG.K.36";"bimonthly";1;"Cx. pipiens s.l.";"female";9;"0"
"217";244;"NE";21;18;"PG";"K";"36";"NE.21.18.PG.K.36";"bimonthly";1;"Cx. spec.";"female";1;"0"
"218";245;"NE";21;18;"PG";"K";"36";"NE.21.18.PG.K.36";"bimonthly";1;"Ae. vexans";"female";1;"0"
"219";246;"NE";21;18;"PG";"K";"36";"NE.21.18.PG.K.36";"bimonthly";1;"Ae. spec.";"female";1;"0"
"220";247;"NE";21;18;"PG";"K";"34";"NE.21.18.PG.K.34";"bimonthly";1;"Cx. pipiens s.l.";"female";6;"0"
"221";269;"NE";21;18;"PG";"K";"30";"NE.21.18.PG.K.30";"bimonthly";1;"Cx. spec.";"female";1;"0"
"222";270;"NE";21;11;"PG";"K";"41";"NE.21.11.PG.K.41";"weekly";1;"Cs. annulata";"female";1;"0"
"223";271;"NE";21;11;"PR";"K";"41";"NE.21.11.PR.K.41";"weekly";1;"Cx. pipiens s.l.";"female";1;"0"
"224";272;"NE";21;11;"PG";"K";"40";"NE.21.11.PG.K.40";"weekly";1;"Cx. pipiens s.l.";"female";1;"0"
"225";273;"NE";21;11;"PR";"K";"40";"NE.21.11.PR.K.40";"weekly";1;"0";"0";0;"0"
"226";274;"NE";21;11;"PG";"K";"39";"NE.21.11.PG.K.39";"weekly";1;"Cx. pipiens s.l.";"female";6;"0"
"227";275;"NE";21;11;"PG";"K";"39";"NE.21.11.PG.K.39";"weekly";1;"Cs. annulata";"female";6;"0"
"228";276;"NE";21;11;"PR";"K";"39";"NE.21.11.PR.K.39";"weekly";1;"Cx. pipiens s.l.";"female";13;"0"
"229";277;"NE";21;11;"PR";"K";"39";"NE.21.11.PR.K.39";"weekly";1;"Cx. pipiens s.l.";"female";5;"7"
"230";278;"NE";21;11;"PR";"K";"39";"NE.21.11.PR.K.39";"weekly";1;"Cs. annulata";"female";7;"0"
"231";279;"NE";21;11;"PR";"K";"39";"NE.21.11.PR.K.39";"weekly";1;"Ae. japonicus";"female";1;"0"
"232";280;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cx. pipiens s.l.";"female";3;"0"
"233";281;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cx. pipiens s.l.";"female";2;"7"
"234";282;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cs. annulata";"female";5;"0"
"235";283;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Ae. japonicus";"female";2;"0"
"236";284;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cx. pipiens s.l.";"female";2;"0"
"237";285;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cx. pipiens s.l.";"female";3;"7"
"238";286;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cx. spec.";"female";1;"0"
"239";287;"NE";21;11;"PR";"K";"38";"NE.21.11.PR.K.38";"weekly";1;"Cs. annulata";"female";2;"0"
"240";288;"NE";21;1;"PR";"J";"2459349";"NE.21.1.PR.J.2459349";"daily";1;"0";"0";0;"0"
"241";289;"NE";21;1;"PR";"J";"2459348";"NE.21.1.PR.J.2459348";"daily";1;"0";"0";0;"0"
"242";290;"NE";21;1;"PG";"J";"2459348";"NE.21.1.PG.J.2459348";"daily";1;"0";"0";0;"0"
"243";291;"NE";21;2;"PR";"J";"2459346";"NE.21.2.PR.J.2459346";"daily";2;"Cx. pipiens s.l.";"female";5;"0"
"244";292;"NE";21;2;"PR";"J";"2459346";"NE.21.2.PR.J.2459346";"daily";2;"An. claviger s.s./An. petragnani";"female";1;"0"
"245";293;"NE";21;2;"PG";"J";"2459346";"NE.21.2.PG.J.2459346";"daily";2;"Cx. pipiens s.l.";"female";1;"0"
"246";294;"NE";21;2;"PG";"J";"2459346";"NE.21.2.PG.J.2459346";"daily";2;"Cx. spec.";"female";1;"0"
"247";295;"NE";21;2;"PG";"J";"2459346";"NE.21.2.PG.J.2459346";"daily";2;"Ae. sticticus";"female";2;"0"
"248";296;"NE";21;1;"PG";"J";"2459347";"NE.21.1.PG.J.2459347";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"249";297;"NE";21;1;"PR";"J";"2459347";"NE.21.1.PR.J.2459347";"daily";1;"0";"0";0;"0"
"250";298;"NE";21;1;"PR";"J";"2459345";"NE.21.1.PR.J.2459345";"daily";1;"0";"0";0;"0"
"251";299;"NE";21;1;"PR";"J";"2459344";"NE.21.1.PR.J.2459344";"daily";1;"0";"0";0;"0"
"252";300;"NE";21;1;"PG";"J";"2459345";"NE.21.1.PG.J.2459345";"daily";1;"Cx. pipiens s.l.";"female";4;"0"
"253";301;"NE";21;1;"PG";"J";"2459345";"NE.21.1.PG.J.2459345";"daily";1;"Cs. annulata";"female";1;"0"
"254";302;"NE";21;1;"PG";"J";"2459344";"NE.21.1.PG.J.2459344";"daily";1;"0";"0";0;"0"
"255";303;"NE";21;1;"PG";"J";"2459346";"NE.21.1.PG.J.2459346";"daily";1;"0";"0";0;"0"
"256";304;"NE";21;1;"PR";"J";"2459346";"NE.21.1.PR.J.2459346";"daily";1;"0";"0";0;"0"
"257";305;"NE";21;1;"PR";"J";"2459351";"NE.21.1.PR.J.2459351";"daily";1;"0";"0";0;"0"
"258";306;"NE";21;1;"PG";"J";"2459363";"NE.21.1.PG.J.2459363";"daily";1;"0";"0";0;"0"
"259";307;"NE";21;1;"PR";"J";"2459362";"NE.21.1.PR.J.2459362";"daily";1;"0";"0";0;"0"
"260";308;"NE";21;1;"PR";"J";"2459363";"NE.21.1.PR.J.2459363";"daily";1;"0";"0";0;"0"
"261";309;"NE";21;1;"PR";"J";"2459364";"NE.21.1.PR.J.2459364";"daily";1;"0";"0";0;"0"
"262";310;"NE";21;1;"PG";"J";"2459364";"NE.21.1.PG.J.2459364";"daily";1;"Cx. pipiens s.l.";"female";2;"0"
"263";311;"NE";21;1;"PG";"J";"2459364";"NE.21.1.PG.J.2459364";"daily";1;"Cx. pipiens s.l.";"female";2;"7"
"264";312;"NE";21;1;"PG";"J";"2459362";"NE.21.1.PG.J.2459362";"daily";1;"0";"0";0;"0"
"265";313;"NE";21;1;"PR";"J";"2459352";"NE.21.1.PR.J.2459352";"daily";7;"Cx. pipiens s.l.";"female";1;"0"
"266";314;"NE";21;1;"PR";"J";"2459352";"NE.21.1.PR.J.2459352";"daily";7;"Ae. vexans";"female";2;"0"
"267";315;"NE";21;2;"PG";"J";"2459348";"NE.21.2.PG.J.2459348";"daily";4;"Cx. pipiens s.l.";"female";2;"0"
"268";316;"NE";21;1;"PG";"J";"2459352";"NE.21.1.PG.J.2459352";"daily";7;"Cx. pipiens s.l.";"female";1;"0"
"269";317;"NE";21;1;"PR";"J";"2459359";"NE.21.1.PR.J.2459359";"daily";1;"0";"0";0;"0"
"270";318;"NE";21;2;"PR";"J";"2459348";"NE.21.2.PR.J.2459348";"daily";4;"Cx. pipiens s.l.";"female";2;"0"
"271";319;"NE";21;1;"PG";"J";"2459351";"NE.21.1.PG.J.2459351";"daily";1;"0";"0";0;"0"
"272";320;"NE";21;2;"PG";"J";"2459352";"NE.21.2.PG.J.2459352";"daily";8;"Cx. pipiens s.l.";"female";1;"0"
"273";321;"NE";21;2;"PG";"J";"2459352";"NE.21.2.PG.J.2459352";"daily";8;"Ae. spec.";"female";2;"0"
"274";322;"NE";21;2;"PG";"J";"2459352";"NE.21.2.PG.J.2459352";"daily";8;"Cx. spec.";"female";1;"0"
"275";323;"NE";21;1;"PR";"J";"2459361";"NE.21.1.PR.J.2459361";"daily";1;"0";"0";0;"0"
"276";324;"NE";21;1;"PR";"J";"2459360";"NE.21.1.PR.J.2459360";"daily";1;"Ae. sticticus";"female";1;"0"
"277";325;"NE";21;1;"PG";"J";"2459360";"NE.21.1.PG.J.2459360";"daily";1;"Cx. pipiens s.l.";"female";2;"0"
"278";326;"NE";21;1;"PG";"J";"2459360";"NE.21.1.PG.J.2459360";"daily";1;"Cx. spec.";"female";5;"0"
"279";327;"NE";21;1;"PG";"J";"2459360";"NE.21.1.PG.J.2459360";"daily";1;"Cx. spec.";"female";12;"7"
"280";328;"NE";21;1;"PG";"J";"2459361";"NE.21.1.PG.J.2459361";"daily";1;"0";"0";0;"0"
"281";329;"NE";21;1;"PG";"J";"2459359";"NE.21.1.PG.J.2459359";"daily";1;"Cx. pipiens s.l.";"female";2;"0"
"282";330;"NE";21;1;"PG";"J";"2459359";"NE.21.1.PG.J.2459359";"daily";1;"Cx. spec.";"female";1;"0"
"283";331;"NE";21;1;"PG";"J";"2459359";"NE.21.1.PG.J.2459359";"daily";1;"Cx. pipiens s.l.";"female";1;"7"
"284";332;"NE";21;1;"PG";"J";"2459349";"NE.21.1.PG.J.2459349";"daily";1;"0";"0";0;"0"
"285";333;"NE";21;1;"PG";"J";"2459350";"NE.21.1.PG.J.2459350";"daily";1;"0";"0";0;"0"
"286";334;"NE";21;1;"PR";"J";"2459350";"NE.21.1.PR.J.2459350";"daily";1;"0";"0";0;"0"
"287";335;"NE";21;23;"PG";"J";"2459480";"NE.21.23.PG.J.2459480";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"288";336;"NE";21;23;"PG";"J";"2459480";"NE.21.23.PG.J.2459480";"weekly";1;"Cx. pipiens s.l.";"female";4;"0"
"289";337;"NE";21;23;"PG";"J";"2459480";"NE.21.23.PG.J.2459480";"weekly";1;"Cx. spec.";"female";25;"0"
"290";338;"NE";21;23;"PG";"J";"2459480";"NE.21.23.PG.J.2459480";"weekly";1;"Culicidae";"female";5;"0"
"291";339;"NE";21;23;"PG";"J";"2459480";"NE.21.23.PG.J.2459480";"weekly";1;"Ae. japonicus";"female";1;"0"
"292";340;"NE";21;23;"PG";"J";"2459480";"NE.21.23.PG.J.2459480";"weekly";1;"Cx. pipiens s.l.";"female";5;"7"
"293";341;"NE";21;23;"PG";"J";"2459424";"NE.21.23.PG.J.2459424";"weekly";1;"Cx. pipiens s.l.";"female";8;"0"
"294";342;"NE";21;23;"PG";"J";"2459424";"NE.21.23.PG.J.2459424";"weekly";1;"Cx. spec.";"female";1;"0"
"295";343;"NE";21;23;"PG";"J";"2459424";"NE.21.23.PG.J.2459424";"weekly";1;"Culicidae";"female";2;"0"
"296";344;"NE";21;23;"PG";"J";"2459424";"NE.21.23.PG.J.2459424";"weekly";1;"Cx. pipiens s.l.";"female";1;"7"
"297";345;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"298";346;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"299";347;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. pipiens s.l.";"female";10;"0"
"300";348;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. spec.";"female";25;"0"
"301";349;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. spec.";"female";11;"0"
"302";350;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Culicidae";"female";9;"0"
"303";351;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. pipiens s.l.";"female";25;"7"
"304";352;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cx. pipiens s.l.";"female";10;"7"
"305";353;"NE";21;23;"PG";"J";"2459419";"NE.21.23.PG.J.2459419";"weekly";1;"Cs. annulata";"female";1;"0"
"306";354;"NE";21;23;"PG";"J";"2459456";"NE.21.23.PG.J.2459456";"weekly";1;"Cx. pipiens s.l.";"female";5;"0"
"307";355;"NE";21;23;"PG";"J";"2459456";"NE.21.23.PG.J.2459456";"weekly";1;"Cx. spec.";"female";2;"0"
"308";356;"NE";21;23;"PG";"J";"2459456";"NE.21.23.PG.J.2459456";"weekly";1;"Culicidae";"female";2;"0"
"309";357;"NE";21;23;"PG";"J";"2459456";"NE.21.23.PG.J.2459456";"weekly";1;"Cs. annulata";"female";1;"0"
"310";358;"NE";21;23;"PG";"J";"2459456";"NE.21.23.PG.J.2459456";"weekly";1;"Ae. annulipes s.l.";"female";1;"0"
"311";359;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"312";360;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"313";361;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"314";362;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. pipiens s.l.";"female";5;"0"
"315";363;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. spec.";"female";25;"0"
"316";364;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. spec.";"female";3;"0"
"317";365;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. pipiens s.l.";"female";25;"7"
"318";366;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Cx. pipiens s.l.";"female";13;"7"
"319";367;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Ae. spec.";"female";3;"7"
"320";368;"NE";21;23;"PG";"J";"2459405";"NE.21.23.PG.J.2459405";"weekly";1;"Culicidae";"female";3;"7"
"321";369;"NE";21;23;"PG";"J";"2459463";"NE.21.23.PG.J.2459463";"weekly";1;"Cx. pipiens s.l.";"female";14;"0"
"322";370;"NE";21;23;"PG";"J";"2459463";"NE.21.23.PG.J.2459463";"weekly";1;"Cx. spec.";"female";13;"0"
"323";371;"NE";21;23;"PG";"J";"2459463";"NE.21.23.PG.J.2459463";"weekly";1;"Cx. pipiens s.l.";"female";11;"7"
"324";372;"NE";21;23;"PG";"J";"2459463";"NE.21.23.PG.J.2459463";"weekly";1;"Ae. japonicus";"female";3;"0"
"325";373;"NE";21;23;"PG";"J";"2459463";"NE.21.23.PG.J.2459463";"weekly";1;"Ae. caspius";"female";1;"0"
"326";374;"NE";21;23;"PG";"J";"2459463";"NE.21.23.PG.J.2459463";"weekly";1;"Culicidae";"female";1;"0"
"327";375;"NE";21;23;"PG";"J";"2459461";"NE.21.23.PG.J.2459461";"weekly";1;"Cx. pipiens s.l.";"female";7;"0"
"328";376;"NE";21;23;"PG";"J";"2459461";"NE.21.23.PG.J.2459461";"weekly";1;"Cx. spec.";"female";7;"0"
"329";377;"NE";21;23;"PG";"J";"2459461";"NE.21.23.PG.J.2459461";"weekly";1;"Cx. pipiens s.l.";"female";13;"7"
"330";378;"NE";21;23;"PG";"J";"2459461";"NE.21.23.PG.J.2459461";"weekly";1;"Ae. caspius";"female";1;"0"
"331";379;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"Cx. pipiens s.l.";"female";11;"0"
"332";380;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"Cx. spec.";"female";4;"0"
"333";381;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"Cx. pipiens s.l.";"female";14;"7"
"334";382;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"Cs. annulata";"female";1;"0"
"335";383;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"An. spec.";"female";1;"0"
"336";384;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"Ae. spec.";"female";1;"0"
"337";385;"NE";21;23;"PG";"J";"2459471";"NE.21.23.PG.J.2459471";"weekly";1;"Ae. vexans";"female";1;"0"
"338";386;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"339";387;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"340";388;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"341";389;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"342";390;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"343";391;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"344";392;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"345";393;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"346";394;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"347";395;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";8;"0"
"348";396;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. spec.";"female";23;"0"
"349";397;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cx. pipiens s.l.";"female";6;"0"
"350";398;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Culicidae";"female";1;"0"
"351";399;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"Cs. annulata";"female";2;"0"
"352";400;"NE";21;23;"PG";"J";"2459420";"NE.21.23.PG.J.2459420";"weekly";1;"An. spec.";"female";2;"0"
"353";401;"NE";21;23;"PG";"J";"2459493";"NE.21.23.PG.J.2459493";"weekly";1;"Cx. pipiens s.l.";"female";15;"0"
"354";402;"NE";21;23;"PG";"J";"2459493";"NE.21.23.PG.J.2459493";"weekly";1;"Cx. spec.";"female";25;"0"
"355";403;"NE";21;23;"PG";"J";"2459493";"NE.21.23.PG.J.2459493";"weekly";1;"Cx. spec.";"female";2;"0"
"356";404;"NE";21;23;"PG";"J";"2459493";"NE.21.23.PG.J.2459493";"weekly";1;"Culicidae";"female";6;"0"
"357";405;"NE";21;23;"PG";"J";"2459493";"NE.21.23.PG.J.2459493";"weekly";1;"Cx. pipiens s.l.";"female";1;"7"
"358";406;"NE";21;23;"PG";"J";"2459406";"NE.21.23.PG.J.2459406";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"359";407;"NE";21;23;"PG";"J";"2459406";"NE.21.23.PG.J.2459406";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"360";408;"NE";21;23;"PG";"J";"2459406";"NE.21.23.PG.J.2459406";"weekly";1;"Cx. pipiens s.l.";"female";17;"0"
"361";409;"NE";21;23;"PG";"J";"2459406";"NE.21.23.PG.J.2459406";"weekly";1;"Cx. spec.";"female";7;"0"
"362";410;"NE";21;23;"PG";"J";"2459406";"NE.21.23.PG.J.2459406";"weekly";1;"Cs. annulata";"female";1;"0"
"363";411;"NE";21;23;"PG";"J";"2459406";"NE.21.23.PG.J.2459406";"weekly";1;"Cx. pipiens s.l.";"female";4;"7"
"364";412;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Cx. pipiens s.l.";"female";25;"0"
"365";413;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Cx. pipiens s.l.";"female";14;"0"
"366";414;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Cx. spec.";"female";15;"0"
"367";415;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Culicidae";"female";2;"0"
"368";416;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Cs. annulata";"female";2;"0"
"369";417;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Cx. pipiens s.l.";"female";3;"7"
"370";418;"NE";21;23;"PG";"J";"2459427";"NE.21.23.PG.J.2459427";"weekly";1;"Cx. pipiens s.l.";"female";1;"5"
"371";419;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"372";420;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"373";421;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"374";422;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"Cx. spec.";"female";19;"0"
"375";423;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"Culicidae";"female";2;"0"
"376";424;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"Cx. spec.";"female";2;"7"
"377";425;"NE";21;23;"PG";"J";"2459??1";"NE.21.23.PG.J.2459??1";"daily";1;"0";"0";0;"0"
"378";426;"NE";21;23;"PG";"J";"2459428";"NE.21.23.PG.J.2459428";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"379";427;"NE";21;23;"PG";"J";"2459428";"NE.21.23.PG.J.2459428";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"380";428;"NE";21;23;"PG";"J";"2459428";"NE.21.23.PG.J.2459428";"daily";1;"Cx. pipiens s.l.";"female";23;"0"
"381";429;"NE";21;23;"PG";"J";"2459428";"NE.21.23.PG.J.2459428";"daily";1;"Cx. spec.";"female";3;"0"
"382";430;"NE";21;23;"PG";"J";"2459428";"NE.21.23.PG.J.2459428";"daily";1;"Cs. annulata";"female";3;"0"
"383";431;"NE";21;23;"PG";"J";"2459428";"NE.21.23.PG.J.2459428";"daily";1;"Cx. pipiens s.l.";"female";1;"7"
"384";432;"NE";21;5;"PR";"J";"2459335";"NE.21.5.PR.J.2459335";"daily";7;"0";"0";0;"0"
"385";433;"NE";21;5;"PR";"J";"2459329";"NE.21.5.PR.J.2459329";"daily";1;"0";"0";0;"0"
"386";434;"NE";21;5;"PR";"J";"2459343";"NE.21.5.PR.J.2459343";"daily";1;"0";"0";0;"0"
"387";435;"NE";21;23;"PG";"J";"2459469";"NE.21.23.PG.J.2459469";"daily";1;"Cx. pipiens s.l.";"female";5;"0"
"388";436;"NE";21;23;"PG";"J";"2459469";"NE.21.23.PG.J.2459469";"daily";1;"Cx. pipiens s.l.";"female";2;"7"
"389";437;"NE";21;23;"PG";"J";"2459469";"NE.21.23.PG.J.2459469";"daily";1;"Cx. spec.";"female";15;"0"
"390";438;"NE";21;23;"PG";"J";"2459469";"NE.21.23.PG.J.2459469";"daily";1;"Culicidae";"female";13;"0"
"391";439;"NE";21;5;"PR";"J";"2459377";"NE.21.5.PR.J.2459377";"daily";7;"Cx. pipiens s.l.";"female";12;"0"
"392";440;"NE";21;5;"PR";"J";"2459377";"NE.21.5.PR.J.2459377";"daily";7;"Cx. spec.";"female";1;"0"
"393";441;"NE";21;5;"PR";"J";"2459377";"NE.21.5.PR.J.2459377";"daily";7;"Cx. pipiens s.l.";"female";2;"7"
"394";442;"NE";21;4;"PR";"J";"2459421";"NE.21.4.PR.J.2459421";"daily";6;"Cx. pipiens s.l.";"female";25;"0"
"395";443;"NE";21;4;"PR";"J";"2459421";"NE.21.4.PR.J.2459421";"daily";6;"Cx. pipiens s.l.";"female";10;"0"
"396";444;"NE";21;4;"PR";"J";"2459421";"NE.21.4.PR.J.2459421";"daily";6;"Cx. spec.";"female";1;"0"
"397";445;"NE";21;4;"PR";"J";"2459421";"NE.21.4.PR.J.2459421";"daily";6;"Cx. spec.";"female";3;"7"
"398";446;"NE";21;4;"PR";"J";"2459421";"NE.21.4.PR.J.2459421";"daily";6;"Ae. spec.";"female";3;"0"
"399";447;"NE";21;4;"PG";"J";"2459497";"NE.21.4.PG.J.2459497";"daily";1;"Cs. annulata";"female";7;"0"
"400";448;"NE";21;4;"PG";"J";"2459497";"NE.21.4.PG.J.2459497";"daily";1;"Cx. pipiens s.l.";"female";1;"7"
"401";449;"NE";21;4;"PG";"J";"2459497";"NE.21.4.PG.J.2459497";"daily";1;NA;"male";5;"0"
"402";450;"NE";21;4;"PG";"J";"2459414";"NE.21.4.PG.J.2459414";"daily";6;"Cx. pipiens s.l.";"female";25;"0"
"403";451;"NE";21;4;"PG";"J";"2459414";"NE.21.4.PG.J.2459414";"daily";6;"Cx. pipiens s.l.";"female";1;"0"
"404";452;"NE";21;4;"PG";"J";"2459414";"NE.21.4.PG.J.2459414";"daily";6;"Cx. spec.";"female";11;"0"
"405";453;"NE";21;4;"PG";"J";"2459414";"NE.21.4.PG.J.2459414";"daily";6;"Culicidae";"female";12;"0"
"406";454;"NE";21;4;"PG";"J";"2459414";"NE.21.4.PG.J.2459414";"daily";6;"Cs. annulata";"female";1;"0"
"407";455;"NE";21;4;"PG";"J";"2459414";"NE.21.4.PG.J.2459414";"daily";6;"Cx. pipiens s.l.";"female";19;"7"
"408";456;"NE";21;5;"PG";"J";"2459364";"NE.21.5.PG.J.2459364";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"409";457;"NE";21;4;"PR";"J";"2459399";"NE.21.4.PR.J.2459399";"daily";7;"Cx. pipiens s.l.";"female";25;"0"
